IID,T1,T2,AGE,SEX,PC1,PC2,PC3,PC4,PC5,pop,super_pop
HG03941,2,1,44,1,-0.0106524,0.00299747,-0.0425377,-0.0185221,-0.000800296,BEB,SAS
HG03943,2,1,45,1,-0.0105382,0.0052694,-0.0402877,-0.0160794,-0.00312257,STU,SAS
HG03944,2,2,53,2,-0.0105255,0.00590476,-0.0387557,-0.0157419,-0.000789721,STU,SAS
HG03945,2,2,40,2,-0.0105776,0.00557973,-0.0377557,-0.0140817,-0.00377703,STU,SAS
HG03947,1,1,50,2,-0.0105323,0.00434764,-0.0405623,-0.0160063,0.00100342,STU,SAS
HG03949,2,1,74,2,-0.0106836,0.00544847,-0.0398351,-0.0158341,-0.00253246,STU,SAS
HG03950,1,2,66,1,-0.0104849,0.00442039,-0.0395944,-0.0160116,-0.00227771,STU,SAS
HG03951,2,1,46,2,-0.0105091,0.00519183,-0.0386422,-0.0150082,-0.00468459,STU,SAS
HG03953,2,2,54,1,-0.010487,0.00558256,-0.0391918,-0.0135712,-0.00212738,STU,SAS
HG03955,1,2,53,2,-0.0105848,0.0054095,-0.0391597,-0.0153451,-0.00204269,STU,SAS
HG03960,2,2,64,1,-0.0105413,0.00512646,-0.0383773,-0.0163156,-0.00121382,ITU,SAS
HG03963,1,1,58,1,-0.0105602,0.00483877,-0.0404031,-0.0167041,-4.51581e-05,ITU,SAS
HG03965,2,2,49,1,-0.0108619,0.00298589,-0.0387574,-0.0143798,-0.00441321,ITU,SAS
HG03967,2,1,46,1,-0.0106842,0.00664799,-0.0380685,-0.0139466,-0.00347233,ITU,SAS
HG03968,2,1,66,2,-0.0104496,0.00654841,-0.0399105,-0.0152435,-0.000365208,ITU,SAS
HG03969,2,2,48,1,-0.0108237,0.00615536,-0.0390718,-0.0154135,0.00214997,ITU,SAS
HG03971,1,2,40,1,-0.0106844,0.006581,-0.0385871,-0.0158954,-0.00178021,ITU,SAS
HG03973,2,2,61,2,-0.0106283,0.00625399,-0.0394793,-0.0150589,-0.00289077,ITU,SAS
HG03974,1,2,67,1,-0.01045,0.0060872,-0.0396233,-0.0150635,-0.00311605,ITU,SAS
HG03976,1,1,63,1,-0.0108136,0.00526581,-0.0383856,-0.014996,-0.0014156,ITU,SAS
HG03977,1,2,68,2,-0.0106469,0.00145399,-0.0449563,-0.0187936,-0.000349365,ITU,SAS
HG03978,1,1,42,1,-0.0107982,0.00388153,-0.0405152,-0.0157136,-0.00457081,ITU,SAS
HG03985,2,1,60,1,-0.0105656,0.00323583,-0.0414142,-0.0166737,0.00227351,STU,SAS
HG03986,1,2,68,2,-0.010461,0.00555126,-0.0390452,-0.0154863,-0.00154732,STU,SAS
HG03989,2,1,34,2,-0.0108138,0.00502629,-0.0393389,-0.0150268,0.0022525,STU,SAS
HG03990,1,1,61,1,-0.0106956,0.00433062,-0.039357,-0.0161115,0.00141257,STU,SAS
HG03991,2,1,44,1,-0.0106383,0.00538479,-0.039147,-0.0148118,0.000812781,STU,SAS
HG03995,1,1,48,2,-0.0108379,0.00442645,-0.0395791,-0.0155105,-0.0028221,STU,SAS
HG03998,1,1,28,1,-0.0106098,0.00533953,-0.0398115,-0.0161704,0.00112636,STU,SAS
HG03999,2,2,69,1,-0.0105755,0.00477068,-0.0401473,-0.0164722,-0.00333051,STU,SAS
HG04001,2,1,45,2,-0.0110845,0.00466274,-0.0391533,-0.0156729,0.0017207,ITU,SAS
HG04002,2,2,48,1,-0.0106568,0.00544723,-0.0392148,-0.0145655,-0.00217778,ITU,SAS
HG04003,1,1,62,1,-0.0107878,0.00885724,-0.032448,-0.0120745,0.00019319,STU,SAS
HG04006,2,2,45,1,-0.0105417,0.00373542,-0.0416115,-0.0172448,-0.000860313,STU,SAS
HG04014,1,1,59,2,-0.0107708,0.003982,-0.0393774,-0.0143955,-0.00284138,ITU,SAS
HG04015,2,1,47,1,-0.0104947,0.00494627,-0.0403596,-0.0160161,-0.00143054,ITU,SAS
HG04017,1,1,39,1,-0.0108373,0.00507598,-0.0443398,-0.0176942,-0.00308672,ITU,SAS
HG04018,1,1,56,2,-0.0104116,0.00715874,-0.0394057,-0.0141758,-0.00287421,ITU,SAS
HG04019,1,2,38,1,-0.0107015,0.00640369,-0.0392387,-0.0166137,-0.00177554,ITU,SAS
HG04020,1,1,42,1,-0.0107248,0.00653937,-0.034969,-0.0127584,-0.00394163,ITU,SAS
HG04022,1,1,39,1,-0.0104546,0.00558228,-0.0392634,-0.0164472,-0.00117299,ITU,SAS
HG04023,1,1,51,1,-0.0108071,0.0040833,-0.0449678,-0.0189805,0.000870074,ITU,SAS
HG04025,2,1,43,2,-0.010866,0.00446934,-0.0449093,-0.0190236,0.00082828,ITU,SAS
HG04026,1,2,49,2,-0.010732,0.00437548,-0.0465103,-0.0198712,-0.00211667,ITU,SAS
HG04029,2,1,47,2,-0.0107722,0.00535058,-0.0386146,-0.0140433,-0.00272077,STU,SAS
HG04033,1,1,41,1,-0.0106464,0.00436439,-0.0408633,-0.0164067,-0.000343898,STU,SAS
HG04035,1,1,44,2,-0.0103781,0.00572186,-0.0399862,-0.0149673,-0.000619708,STU,SAS
HG04038,2,1,50,2,-0.0106383,0.00465552,-0.0388047,-0.0156871,0.00209263,STU,SAS
HG04039,1,1,42,1,-0.0105224,0.0045594,-0.0392065,-0.016153,0.00175384,STU,SAS
HG04042,2,2,54,2,-0.0108521,0.00525816,-0.0394639,-0.0158126,0.000713075,STU,SAS
HG04047,1,1,59,2,-0.0107155,0.00448549,-0.0401403,-0.0156073,0.000336162,STU,SAS
HG04054,1,1,67,2,-0.0109162,0.00408158,-0.0448717,-0.0191374,0.00490725,ITU,SAS
HG04056,1,2,52,1,-0.0109312,0.00500254,-0.045008,-0.019022,0.00374676,ITU,SAS
HG04059,1,2,65,2,-0.0106307,0.00659648,-0.038372,-0.0156459,0.00403803,ITU,SAS
HG04060,1,2,43,1,-0.010853,0.0085799,-0.034428,-0.0136726,0.00359909,ITU,SAS
HG04061,2,2,50,1,-0.0109037,0.00146068,-0.0438711,-0.0177703,0.000231986,ITU,SAS
HG04062,2,2,44,2,-0.0108216,0.00219369,-0.0431345,-0.0174401,0.00343546,ITU,SAS
HG04063,1,1,46,2,-0.0106443,0.00433315,-0.0450702,-0.0189806,0.00188881,ITU,SAS
HG04070,2,2,49,2,-0.0108051,0.00502824,-0.0390002,-0.0142662,-0.00451861,ITU,SAS
HG04075,2,2,60,2,-0.0106865,0.00475726,-0.0399028,-0.014924,-0.00176732,STU,SAS
HG04076,1,1,48,2,-0.0105686,0.00539392,-0.0386922,-0.0159994,0.00271796,ITU,SAS
HG04080,1,2,39,1,-0.0108371,0.00810853,-0.0348561,-0.0136203,-0.000477152,ITU,SAS
HG04090,1,2,47,2,-0.010878,0.00647161,-0.0389104,-0.0158993,0.00134736,ITU,SAS
HG04093,2,2,53,1,-0.0107183,0.00646299,-0.040039,-0.0150133,0.000860105,ITU,SAS
HG04094,1,1,61,1,-0.0109611,0.00486795,-0.0398857,-0.0160622,0.00269709,ITU,SAS
HG04096,2,1,45,1,-0.0109346,0.00447295,-0.043867,-0.0177693,-0.00301313,ITU,SAS
HG04098,1,1,60,1,-0.0106692,0.00538088,-0.0392881,-0.0145546,-0.00267907,ITU,SAS
HG04099,1,1,57,2,-0.0107357,0.00515641,-0.0390238,-0.0155826,-0.00122145,STU,SAS
HG04100,2,1,66,1,-0.0106441,0.00379208,-0.0398477,-0.0148686,-0.00232452,STU,SAS
HG04106,1,1,43,2,-0.010665,0.00562977,-0.0393811,-0.0154006,-0.00113176,STU,SAS
HG04107,1,1,40,1,-0.0104286,0.00548665,-0.0408002,-0.0153226,-0.00280896,STU,SAS
HG04118,2,1,57,2,-0.0105934,0.00579538,-0.0402634,-0.0147473,-0.00247599,ITU,SAS
HG04131,1,1,66,1,-0.0112781,0.00157829,-0.0321228,-0.0125464,-0.00171387,BEB,SAS
HG04134,2,2,50,1,-0.0113393,0.00192074,-0.0321321,-0.0118385,-0.00143187,BEB,SAS
HG04140,2,2,34,1,-0.0116107,-0.000117791,-0.0327774,-0.012534,8.93783e-05,BEB,SAS
HG04141,2,2,44,2,-0.0115974,0.00170829,-0.0330079,-0.0128458,-0.00204934,BEB,SAS
HG04144,1,2,49,2,-0.0111046,0.00438287,-0.0319055,-0.0115793,-0.00353754,BEB,SAS
HG04146,1,1,46,1,-0.0113636,0.00164092,-0.0329021,-0.0124149,-0.00255949,BEB,SAS
HG04152,1,1,43,1,-0.0113106,0.0010911,-0.0341095,-0.0111643,-0.00541405,BEB,SAS
HG04153,1,2,50,2,-0.0111709,0.00140259,-0.0335486,-0.0112004,-0.00352653,BEB,SAS
HG04155,1,2,54,1,-0.0111285,0.00128004,-0.0338485,-0.0124586,-0.00419044,BEB,SAS
HG04156,1,2,65,2,-0.0112922,0.00194191,-0.0332215,-0.0115455,-0.00450962,BEB,SAS
HG04158,2,1,44,1,-0.0115661,0.00147287,-0.0325334,-0.0122427,-0.00033283,BEB,SAS
HG04159,2,1,55,2,-0.0112579,0.0022012,-0.0345552,-0.0128156,-0.00368368,BEB,SAS
HG04161,2,2,49,1,-0.0113456,0.000230237,-0.0326047,-0.0120887,-0.00455675,BEB,SAS
HG04162,1,2,39,2,-0.0116211,9.96957e-06,-0.0322126,-0.010212,-0.00696755,BEB,SAS
HG04164,2,1,42,1,-0.0111112,0.0017954,-0.0325694,-0.0108222,-0.00581653,BEB,SAS
HG04171,2,1,50,2,-0.0110694,0.00150537,-0.0328235,-0.0117434,-0.00549133,BEB,SAS
HG04173,1,1,56,1,-0.0112119,0.00170445,-0.0337142,-0.0117128,-0.0010856,BEB,SAS
HG04176,2,2,46,1,-0.0111813,0.00121306,-0.0331107,-0.0112939,-0.00607165,BEB,SAS
HG04177,1,1,41,2,-0.0115528,0.00116693,-0.0325791,-0.0110193,-0.00583539,BEB,SAS
HG04180,2,1,52,2,-0.011026,0.00260484,-0.034481,-0.01283,-0.00656679,BEB,SAS
HG04182,1,1,62,1,-0.0117515,0.00110065,-0.0333373,-0.013583,0.00133326,BEB,SAS
HG04183,1,1,58,2,-0.0113296,0.00146149,-0.0321478,-0.0130335,0.000148676,BEB,SAS
HG04185,1,2,55,1,-0.0109744,0.00363918,-0.0405489,-0.0175829,0.00430723,BEB,SAS
HG04186,1,2,60,2,-0.0110462,0.00368818,-0.0426873,-0.018251,0.00254197,BEB,SAS
HG04188,1,1,55,1,-0.0114577,0.00139887,-0.0331131,-0.0118456,-0.00397411,BEB,SAS
HG04189,2,1,54,2,-0.0110918,0.00134974,-0.0335139,-0.0123487,-0.00441531,BEB,SAS
HG04194,1,1,59,1,-0.011292,0.00217995,-0.0338317,-0.0109032,-0.00526135,BEB,SAS
HG04195,2,2,56,2,-0.0115559,0.00117021,-0.0310672,-0.0103617,-0.00520745,BEB,SAS
HG04198,2,2,48,1,-0.0106619,0.00613156,-0.0381362,-0.0138552,-0.00488797,ITU,SAS
HG04200,1,1,64,2,-0.0103882,0.00693743,-0.0370931,-0.0133969,-0.00273777,ITU,SAS
HG04202,2,2,51,2,-0.0108631,0.00508007,-0.0394014,-0.0148246,-0.000969776,ITU,SAS
HG04206,2,2,57,1,-0.0103094,0.00673504,-0.0379878,-0.0142501,-0.00293899,ITU,SAS
HG04209,2,2,57,2,-0.0106271,0.00524012,-0.0395086,-0.0148433,-0.00440067,ITU,SAS
HG04210,1,1,55,1,-0.0107169,0.00403886,-0.0403739,-0.0150575,-0.00350182,STU,SAS
HG04211,2,2,37,1,-0.0108871,0.00675181,-0.0398483,-0.0156542,-0.00266433,ITU,SAS
HG04212,1,1,41,2,-0.010775,0.00654471,-0.0390261,-0.0148438,-0.00479966,ITU,SAS
HG04214,1,2,40,2,-0.0108181,0.00724228,-0.0380328,-0.0134185,-0.00516225,ITU,SAS
HG04216,1,2,42,2,-0.010447,0.00572855,-0.0383487,-0.0133038,-0.00376783,ITU,SAS
HG04219,2,2,61,1,-0.0105369,0.00610156,-0.0382962,-0.0140595,-0.00135824,ITU,SAS
HG04222,2,1,37,1,-0.0104945,0.00442444,-0.0402232,-0.0149477,-0.00398948,ITU,SAS
HG04225,1,2,66,1,-0.0107052,0.00642751,-0.0389833,-0.0148542,-0.00270806,ITU,SAS
HG04227,2,2,52,2,-0.0107886,0.00228526,-0.0396903,-0.013723,-0.00348039,STU,SAS
HG04229,1,1,64,1,-0.010552,0.00424794,-0.0381994,-0.0140933,-0.00419114,STU,SAS
HG04235,2,2,64,1,-0.0107748,0.0055785,-0.0378946,-0.0137793,-0.00202227,ITU,SAS
HG04238,2,1,56,1,-0.0108204,0.00482451,-0.0391488,-0.014735,-0.0029972,ITU,SAS
HG04239,1,1,53,1,-0.010524,0.00455264,-0.0412153,-0.0163303,-0.00432057,ITU,SAS
NA06984,1,1,44,1,-0.0112687,0.0270785,0.0135973,0.0187062,0.00609055,CEU,EUR
NA06985,1,2,52,2,-0.0108758,0.0268442,0.0103037,0.0171228,-0.00359414,CEU,EUR
NA06986,2,1,56,1,-0.0109627,0.0268545,0.0120032,0.0185109,0.00453337,CEU,EUR
NA06989,2,1,61,2,-0.011374,0.026648,0.0131722,0.0202141,0.00969868,CEU,EUR
NA06994,2,1,61,1,-0.0113333,0.0268084,0.0109813,0.0170787,-8.50148e-05,CEU,EUR
NA07000,1,2,46,2,-0.0112102,0.0265789,0.0110574,0.0169194,-0.00504529,CEU,EUR
NA07037,2,2,50,2,-0.011009,0.0267321,0.0117352,0.0185818,-0.00228485,CEU,EUR
NA07048,2,2,44,1,-0.0110013,0.0266341,0.0126681,0.020345,0.0100001,CEU,EUR
NA07051,2,1,44,1,-0.0114203,0.0270471,0.0129304,0.0193275,0.00940935,CEU,EUR
NA07056,2,2,48,2,-0.0113225,0.0269508,0.0105713,0.0170844,-0.00305141,CEU,EUR
NA07347,2,2,44,1,-0.011048,0.0273733,0.0129479,0.0185394,0.00572679,CEU,EUR
NA07357,1,1,57,1,-0.0112577,0.0268574,0.0109034,0.0169218,-0.00476574,CEU,EUR
NA10847,2,1,63,2,-0.0109567,0.0271179,0.0108937,0.0173705,-0.00335614,CEU,EUR
NA10851,2,1,53,1,-0.0115815,0.0271511,0.0114122,0.0174366,-0.00418353,CEU,EUR
NA11829,2,2,30,1,-0.0113108,0.0270396,0.0113146,0.0169529,-0.00094458,CEU,EUR
NA11830,2,1,57,2,-0.0113569,0.0264351,0.0116763,0.0164727,0.00151626,CEU,EUR
NA11831,1,1,53,1,-0.0110052,0.0269771,0.0114173,0.0177384,0.000586463,CEU,EUR
NA11832,2,1,61,2,-0.0109963,0.0268093,0.00995135,0.0187518,-0.00114519,CEU,EUR
NA11840,2,1,37,2,-0.0113214,0.0260358,0.0112268,0.0164918,0.000284672,CEU,EUR
NA11843,2,1,42,1,-0.0113969,0.0264816,0.0127347,0.0195625,0.00565531,CEU,EUR
NA11881,1,2,63,1,-0.0110737,0.0266444,0.0101385,0.0174983,-0.00276621,CEU,EUR
NA11892,2,1,55,2,-0.0111829,0.026475,0.0112126,0.0186308,-0.00369413,CEU,EUR
NA11893,1,2,61,1,-0.0115438,0.0264762,0.0113558,0.0174103,-0.000906586,CEU,EUR
NA11894,1,2,39,2,-0.0112696,0.0274781,0.0111882,0.0190684,0.000847237,CEU,EUR
NA11918,2,2,45,2,-0.0115732,0.0266461,0.0124637,0.0177081,0.00592513,CEU,EUR
NA11919,1,2,38,1,-0.011116,0.0271883,0.011043,0.0174575,0.00437308,CEU,EUR
NA11920,2,1,58,2,-0.0111466,0.027027,0.0123149,0.0184211,0.00542464,CEU,EUR
NA11930,2,2,63,1,-0.0109919,0.0261994,0.0113806,0.0176197,0.00326268,CEU,EUR
NA11931,1,1,50,2,-0.0114271,0.0265979,0.0112531,0.0181559,-0.00390706,CEU,EUR
NA11932,2,2,55,1,-0.0111623,0.0273891,0.0117726,0.0183478,-0.000279937,CEU,EUR
NA11933,1,1,52,2,-0.0112564,0.0267864,0.0113687,0.0182724,0.00187652,CEU,EUR
NA11992,2,2,46,1,-0.0108209,0.0267501,0.0107977,0.0167966,-0.000288783,CEU,EUR
NA11994,2,2,58,1,-0.0111259,0.026543,0.0123135,0.0173973,-0.000612202,CEU,EUR
NA11995,1,1,49,2,-0.0110081,0.0275973,0.0113303,0.0177958,-0.000598015,CEU,EUR
NA12003,2,1,50,1,-0.0113646,0.0259844,0.0109278,0.0158758,0.00212492,CEU,EUR
NA12004,2,2,33,2,-0.0110477,0.0266784,0.0101636,0.0185117,-0.00371053,CEU,EUR
NA12005,1,1,53,1,-0.0111984,0.0272337,0.0108913,0.0175858,-0.00248299,CEU,EUR
NA12006,2,1,61,2,-0.0111124,0.0272748,0.0114145,0.0158583,-0.0027432,CEU,EUR
NA12043,2,1,42,1,-0.0114609,0.027186,0.0108509,0.0170072,-0.00408125,CEU,EUR
NA12044,2,2,45,2,-0.0109714,0.0271082,0.0103674,0.0160182,-0.00269027,CEU,EUR
NA12045,2,1,52,1,-0.0111029,0.0267068,0.0130554,0.0182138,0.00221823,CEU,EUR
NA12046,1,1,46,2,-0.0110219,0.0262415,0.0112065,0.0175051,-0.00297726,CEU,EUR
NA12058,1,2,64,2,-0.0112969,0.0270669,0.0130191,0.0188531,0.00832713,CEU,EUR
NA12144,2,2,55,1,-0.0109921,0.0270259,0.00929681,0.0173974,-0.00694512,CEU,EUR
NA12154,1,2,39,1,-0.0112736,0.0268464,0.0106238,0.0170769,0.001502,CEU,EUR
NA12155,2,1,42,1,-0.0111136,0.027544,0.0106546,0.0168537,0.000978578,CEU,EUR
NA12156,1,2,64,2,-0.0111934,0.0267616,0.0107098,0.0169155,-0.00335179,CEU,EUR
NA12234,1,2,48,2,-0.0113062,0.0269766,0.0110302,0.0173408,-0.000420195,CEU,EUR
NA12249,2,1,66,2,-0.0117599,0.0261388,0.0113711,0.0163398,0.00173864,CEU,EUR
NA12272,1,2,43,1,-0.0112418,0.026948,0.0108131,0.0185422,-0.000245986,CEU,EUR
NA12273,2,1,40,2,-0.0106505,0.0269788,0.00971683,0.0171071,-0.00163329,CEU,EUR
NA12275,1,2,56,2,-0.011075,0.026986,0.0122494,0.0169032,0.0016276,CEU,EUR
NA12282,2,2,61,1,-0.0109101,0.027028,0.0117158,0.0169834,-0.00285536,CEU,EUR
NA12283,1,1,68,2,-0.0108271,0.0267135,0.0110638,0.0171394,-0.00159659,CEU,EUR
NA12286,1,2,43,1,-0.0110925,0.0259779,0.00960573,0.0160465,-0.00115597,CEU,EUR
NA12287,1,1,68,2,-0.0112057,0.0268129,0.0116127,0.0189441,-0.00285492,CEU,EUR
NA12340,1,1,29,1,-0.0111744,0.0270002,0.0119893,0.0188821,0.00446118,CEU,EUR
NA12341,2,1,45,2,-0.010745,0.0270151,0.0124829,0.0176922,0.00487105,CEU,EUR
NA12342,2,2,42,1,-0.0112873,0.0271302,0.0124297,0.0179572,0.0035457,CEU,EUR
NA12347,2,1,52,1,-0.0113335,0.0266321,0.0111189,0.0181239,-0.00160286,CEU,EUR
NA12348,2,1,48,2,-0.0113822,0.0266231,0.012416,0.0180069,-0.00232969,CEU,EUR
NA12383,1,2,69,2,-0.0111463,0.0270944,0.0101445,0.0190881,-0.00545692,CEU,EUR
NA12399,1,1,65,1,-0.0111946,0.0268176,0.0132229,0.0191521,0.00781942,CEU,EUR
NA12400,1,2,66,2,-0.011331,0.027237,0.0135009,0.019382,0.0076904,CEU,EUR
NA12413,2,2,69,1,-0.011181,0.0266452,0.0116489,0.0184035,-0.00547972,CEU,EUR
NA12414,2,1,45,2,-0.0111539,0.0269403,0.0120962,0.0162754,-0.00110827,CEU,EUR
NA12489,2,2,38,2,-0.0110704,0.0271516,0.0112196,0.0172754,-0.00301215,CEU,EUR
NA12546,1,1,52,1,-0.0112988,0.0266064,0.0108477,0.0176898,-0.000769971,CEU,EUR
NA12716,2,2,48,1,-0.0113179,0.027696,0.0113836,0.0177197,-0.00325598,CEU,EUR
NA12717,1,1,40,2,-0.0111547,0.0268654,0.0118259,0.017989,-0.00382801,CEU,EUR
NA12718,1,1,62,2,-0.0111238,0.026634,0.0115408,0.0175084,-0.00146702,CEU,EUR
NA12748,2,1,60,1,-0.0113645,0.0266716,0.0125635,0.0191793,0.000930943,CEU,EUR
NA12749,2,2,47,2,-0.0114481,0.0272111,0.0115072,0.0180495,-0.00437335,CEU,EUR
NA12750,1,1,46,1,-0.0112177,0.0268436,0.0104008,0.0171913,-0.00383163,CEU,EUR
NA12751,2,2,46,2,-0.0110347,0.0271637,0.0101002,0.0173957,-0.00231727,CEU,EUR
NA12760,1,2,47,1,-0.0108803,0.0265804,0.0101135,0.0161844,-0.00108471,CEU,EUR
NA12761,2,2,47,2,-0.0111771,0.0267913,0.0113697,0.0169942,-0.00327144,CEU,EUR
NA12762,2,1,48,1,-0.011391,0.0269343,0.010814,0.0171636,-0.00202519,CEU,EUR
NA12763,1,2,53,2,-0.010977,0.0269859,0.0106446,0.0169492,-0.00140242,CEU,EUR
NA12775,2,1,33,1,-0.0114524,0.0273471,0.0106952,0.0178015,-0.00573623,CEU,EUR
NA12776,2,2,59,2,-0.0113385,0.0264375,0.0122809,0.0172106,-0.00243234,CEU,EUR
NA12777,2,1,36,1,-0.0113535,0.0271358,0.0119193,0.0194467,-0.00346543,CEU,EUR
NA12778,2,1,55,2,-0.0113263,0.0270889,0.0119387,0.0183829,-0.00294203,CEU,EUR
NA12812,1,2,48,1,-0.0112369,0.0273619,0.0105616,0.0172816,-0.00252329,CEU,EUR
NA12813,2,2,45,2,-0.0112503,0.0268179,0.0110008,0.0163829,-0.00141119,CEU,EUR
NA12814,1,1,56,1,-0.0111347,0.0273344,0.0109341,0.0165527,0.00104238,CEU,EUR
NA12815,1,1,48,2,-0.0113732,0.0266181,0.010521,0.0148884,-0.000537705,CEU,EUR
NA12827,2,2,47,1,-0.0112598,0.0268362,0.0127789,0.0172799,-0.000723937,CEU,EUR
NA12828,1,1,52,2,-0.0113514,0.0265286,0.0119995,0.0190719,-0.00240036,CEU,EUR
NA12829,1,1,45,1,-0.0112791,0.0269784,0.012217,0.0178118,0.00690655,CEU,EUR
NA12830,1,2,57,2,-0.0111111,0.0269183,0.0122577,0.0178914,0.00148413,CEU,EUR
NA12842,1,1,44,1,-0.0113092,0.027354,0.0124976,0.0194745,0.00588384,CEU,EUR
NA12843,1,1,57,2,-0.0114057,0.0266328,0.0114364,0.0175579,0.0012475,CEU,EUR
NA12872,1,1,55,1,-0.011274,0.0263501,0.010529,0.0167231,-0.00435154,CEU,EUR
NA12873,1,2,36,2,-0.0113902,0.0266607,0.0103122,0.016145,1.20104e-05,CEU,EUR
NA12874,2,2,45,1,-0.0109845,0.0266581,0.0110147,0.0168566,-0.000210397,CEU,EUR
NA12878,1,1,46,2,-0.0111697,0.0268151,0.0130299,0.0185419,0.00881562,CEU,EUR
NA12889,2,2,42,1,-0.0111307,0.0273693,0.0118073,0.0198133,0.00439708,CEU,EUR
NA12890,2,2,64,2,-0.0113884,0.0266808,0.0119571,0.018448,2.75006e-05,CEU,EUR
NA18486,2,2,43,1,0.0349389,-0.00396636,0.00292043,0.00266094,0.0247912,YRI,AFR
NA18488,1,1,51,2,0.0350428,-0.00425376,0.00244827,0.00332661,0.0247619,YRI,AFR
NA18489,2,1,58,2,0.0351561,-0.00425039,0.00236252,0.00151213,0.0188268,YRI,AFR
NA18498,1,2,44,1,0.0350229,-0.00405448,0.00176065,0.00182671,0.0261074,YRI,AFR
NA18499,1,1,43,2,0.0350602,-0.00442926,0.00246878,0.00143271,0.0236806,YRI,AFR
NA18501,2,2,49,1,0.0355391,-0.00439909,0.00191757,0.00201714,0.0188839,YRI,AFR
NA18502,2,2,46,2,0.0352972,-0.00390489,0.000584627,0.0010471,0.0155527,YRI,AFR
NA18504,1,1,65,1,0.0354853,-0.00460433,0.00227242,0.00158031,0.0271036,YRI,AFR
NA18505,2,2,43,2,0.0355487,-0.00413941,0.000889511,0.00139613,0.0142992,YRI,AFR
NA18507,1,1,68,1,0.0354245,-0.0042852,0.00125965,0.000380438,0.0173952,YRI,AFR
NA18508,1,1,41,2,0.0350531,-0.00421148,0.000173024,0.0018078,0.0135327,YRI,AFR
NA18510,2,1,61,1,0.0355122,-0.00444112,0.00229859,0.00190337,0.0198504,YRI,AFR
NA18511,2,2,58,2,0.0348831,-0.00425018,0.000990635,0.00213498,0.0131641,YRI,AFR
NA18516,1,2,50,1,0.0352851,-0.00438642,0.00292122,0.00199475,0.0236833,YRI,AFR
NA18517,1,1,69,2,0.0348206,-0.00425693,0.00192578,0.00239866,0.0140925,YRI,AFR
NA18519,2,1,57,1,0.035261,-0.00425925,0.00177623,0.00124111,0.0184289,YRI,AFR
NA18520,1,2,56,2,0.035043,-0.00383492,0.00284907,0.00188276,0.0262948,YRI,AFR
NA18522,1,2,46,1,0.0349715,-0.00431009,0.00322638,0.0023864,0.0286917,YRI,AFR
NA18523,1,1,51,2,0.0349887,-0.00434781,0.00165881,0.00121729,0.0124975,YRI,AFR
NA18525,1,1,54,2,-0.0152858,-0.0337117,0.00441125,0.0102073,0.00632781,CHB,EAS
NA18526,2,1,78,2,-0.015695,-0.0345707,0.00630827,0.0158911,0.000297417,CHB,EAS
NA18528,1,2,37,2,-0.015033,-0.0324428,0.00462716,0.00981252,0.00980233,CHB,EAS
NA18530,2,1,52,1,-0.0155867,-0.0330221,0.00715651,0.0123894,0.012618,CHB,EAS
NA18531,1,2,47,2,-0.0153767,-0.0321207,0.00425419,0.0100102,0.00907067,CHB,EAS
NA18532,2,1,61,2,-0.0154796,-0.0342245,0.0071554,0.0141296,0.0066782,CHB,EAS
NA18533,2,1,41,2,-0.0153862,-0.0342697,0.005415,0.0144297,0.00614184,CHB,EAS
NA18534,1,1,50,1,-0.0157669,-0.0331665,0.00697694,0.0132698,0.0116436,CHB,EAS
NA18535,1,1,66,2,-0.0154224,-0.0321294,0.00755238,0.0123986,0.0220716,CHB,EAS
NA18536,1,1,57,1,-0.0156305,-0.0339485,0.00611389,0.0137635,8.04834e-05,CHB,EAS
NA18537,2,2,43,2,-0.0158613,-0.0333463,0.0071661,0.0139795,0.00986918,CHB,EAS
NA18538,2,2,50,2,-0.015307,-0.0325308,0.00783834,0.0121249,0.0211736,CHB,EAS
NA18539,2,2,55,2,-0.0156573,-0.0329566,0.00795182,0.0121688,0.020989,CHB,EAS
NA18541,2,1,40,2,-0.0154868,-0.0329919,0.0078178,0.0128277,0.0209195,CHB,EAS
NA18542,2,2,50,2,-0.0153657,-0.0334754,0.00715949,0.0118778,0.0132847,CHB,EAS
NA18543,1,1,53,1,-0.0155488,-0.0347981,0.00675724,0.0164461,-0.00280121,CHB,EAS
NA18544,2,1,55,1,-0.0157692,-0.0338288,0.00706531,0.0132814,0.0116402,CHB,EAS
NA18545,2,1,58,2,-0.0158357,-0.0352132,0.007081,0.0147716,-0.000629505,CHB,EAS
NA18546,1,1,53,1,-0.0156439,-0.0340075,0.00709578,0.013817,0.0122517,CHB,EAS
NA18547,1,2,68,2,-0.0152921,-0.0333066,0.00690129,0.0124858,0.0119429,CHB,EAS
NA18548,1,1,67,1,-0.0157872,-0.0336289,0.00756466,0.0127714,0.0130663,CHB,EAS
NA18549,2,2,50,1,-0.0155616,-0.0347185,0.00561295,0.0151929,-0.00211606,CHB,EAS
NA18550,1,1,56,2,-0.015398,-0.0344178,0.00559636,0.0165928,-0.0087115,CHB,EAS
NA18552,2,1,53,2,-0.0155347,-0.0342658,0.00753584,0.0133174,0.00579346,CHB,EAS
NA18553,2,1,63,2,-0.0152024,-0.0325547,0.00774933,0.0114296,0.0197142,CHB,EAS
NA18555,1,1,58,2,-0.0154259,-0.0338692,0.00701242,0.0145239,0.00528343,CHB,EAS
